Show ID,Title,Episode Details
10583,Zhan Zhao Adventures,"Episode 8.0 (ID: 213538, Subtitles: 0); Episode 7.0 (ID: 213537, Subtitles: 5); Episode 6.0 (ID: 213441, Subtitles: 5); Episode 5.0 (ID: 213440, Subtitles: 5); Episode 4.0 (ID: 212904, Subtitles: 5); Episode 3.0 (ID: 212903, Subtitles: 5); Episode 2.0 (ID: 212902, Subtitles: 5); Episode 1.0 (ID: 212901, Subtitles: 5)"
